dateTime,open,high,low,close,volume,price,return,strategyReturns,signals,strategyReturn TFS_10.75_570,signals TFS_10.75_570,strategyReturn TFE_8.86_0.04301,signals TFE_8.86_0.04301,"strategyReturn TFCS_12.64_[898, 3]","signals TFCS_12.64_[898, 3]","strategyReturn TFCE_8.75_[0.783906, 0.660514]","signals TFCE_8.75_[0.783906, 0.660514]","strategyReturn TFBBRSI_11.77_[511, 0.0093612, 5]","signals TFBBRSI_11.77_[511, 0.0093612, 5]"
2022-04-24 11:00:00,39695.42,39720.0,39544.91,39609.11,744.59011000,39609.11,-0.0021743062549784975,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.934746762873521,1.0,10.0,0.0
2022-04-24 12:00:00,39609.11,39660.0,39525.49,39582.37,802.98939000,39582.37,-0.0006750972187963278,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.92803984296446,1.0,10.0,0.0
2022-04-24 13:00:00,39582.38,39636.12,39351.58,39579.7,1903.34386000,39579.7,-6.74542732030936e-05,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.927370154252522,1.0,10.0,0.0
2022-04-24 14:00:00,39579.7,39940.0,39371.46,39752.4,2319.75715000,39752.4,0.00436334787782644,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.970686723747477,-1.0,10.0,0.0
2022-04-24 15:00:00,39752.4,39842.64,39632.92,39656.49,1012.54675000,39656.49,-0.0024126845171613676,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.970686723747477,1.0,10.0,0.0
2022-04-24 16:00:00,39656.49,39782.34,38929.62,39490.01,4493.65295000,39490.01,-0.004198051819512938,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.928829264205056,1.0,10.0,0.0
2022-04-24 17:00:00,39490.0,39531.52,39138.21,39421.19,2298.96750000,39421.19,-0.001742719234560819,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.911526102469656,1.0,10.0,0.0
2022-04-24 18:00:00,39421.18,39699.98,39408.61,39661.57,1073.09004000,39661.57,0.0060977357608940075,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.97196396962972,-1.0,10.0,0.0
2022-04-24 19:00:00,39661.56,39807.94,39633.78,39703.74,1140.16508000,39703.74,0.0010632458573878178,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.97196396962972,-1.0,10.0,0.0
2022-04-24 20:00:00,39703.74,39728.55,39469.32,39500.0,954.21607000,39500.0,-0.00513150650291383,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.97196396962972,1.0,10.0,0.0
2022-04-24 21:00:00,39499.99,39646.35,39454.62,39633.37,612.27148000,39633.37,0.003376455696202596,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.005633864177303,-1.0,10.0,0.0
2022-04-24 22:00:00,39633.37,39771.6,39530.0,39548.32,980.39238000,39548.32,-0.002145918956677262,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.005633864177303,1.0,10.0,0.0
2022-04-24 23:00:00,39548.31,39584.87,39426.01,39450.13,744.50294000,39450.13,-0.0024827856151665717,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.980792020348701,1.0,10.0,0.0
2022-04-25 00:00:00,39450.12,39500.84,38674.0,38855.47,4228.78013000,38855.47,-0.015073714585984832,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.83034441009189,1.0,10.0,0.0
2022-04-25 01:00:00,38855.47,39154.38,38747.51,39095.81,2336.46392000,39095.81,0.006185486882541724,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.891149876491381,1.0,10.0,0.0
2022-04-25 02:00:00,39095.81,39153.94,38961.64,39091.17,1205.51583000,39091.17,-0.00011868279490823141,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.889975967179184,1.0,10.0,0.0
2022-04-25 03:00:00,39091.17,39294.76,39086.37,39253.71,1443.33178000,39253.71,0.004157972247952779,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.931098212783635,-1.0,10.0,0.0
2022-04-25 04:00:00,39253.7,39256.28,39055.71,39139.74,896.85541000,39139.74,-0.0029034198296161717,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.931098212783635,1.0,10.0,0.0
2022-04-25 05:00:00,39139.74,39230.5,38947.42,38975.22,1057.48997000,38975.22,-0.0042034004313773465,10.0,-1.0,10.0,-1.0,10.0,-1.0,10.0,-1.0,9.88935383027197,1.0,10.0,0.0
