signal,btc,usdt,time,price,quantity,commission,fillsLength
-1,0.0,15.61274949999999,1680890524047,27912.89000000,0.00055000,0.01535209,1
1,0.00055,0.27227599999999086,1680894070962,27891.77000000,0.00055000,0.00000055,1
-1,0.0,15.611220499999991,1680904916672,27888.99000000,0.00055000,0.01533894,1
1,0.00055,0.26213399999999254,1680912150992,27907.43000000,0.00055000,0.00000055,1
-1,0.0,15.609916999999992,1680919280306,27905.06000000,0.00055000,0.01534778,1
1,0.00055,0.19586999999999222,1680944507937,28025.54000000,0.00055000,0.00000055,1
-1,0.0,15.606215499999992,1680962486605,28018.81000000,0.00055000,0.01541035,1
1,0.00055,0.19821299999999198,1680969702160,28014.55000000,0.00055000,0.00000055,1
-1,0.0,15.616098999999991,1681002120580,28032.52000000,0.00055000,0.01541789,1
1,0.00055,0.25750849999999126,1681020150894,27924.71000000,0.00055000,0.00000055,1
-1,0.0,15.620806999999992,1681041715338,27933.27000000,0.00055000,0.01536330,1
1,0.00055,0.26970199999999167,1681048897428,27911.10000000,0.00055000,0.00000055,1
-1,0.0,15.612952999999992,1681059703934,27896.82000000,0.00055000,0.01534325,1
1,0.00055,0.04571449999999189,1681092112781,28304.07000000,0.00055000,0.00000055,1
-1,0.0,15.604746999999993,1681106554685,28289.15000000,0.00055000,0.01555903,1
1,0.00055,0.040516999999992365,1681128087018,28298.60000000,0.00055000,0.00000055,1
-1,0.0,15.628512499999992,1681138961999,28341.81000000,0.00055000,0.01558800,1
1,0.00052,0.07119929999999286,1681192936706,29917.91000000,0.00052000,0.00000052,1
-1,0.0,15.699991699999993,1681196500503,30055.37000000,0.00052000,0.01562879,1
1,0.00052,0.07533849999999198,1681207307224,30047.41000000,0.00052000,0.00000052,1
-1,0.0,15.730619699999991,1681210906599,30106.31000000,0.00052000,0.01565528,1
1,0.00052,0.10679329999999077,1681214514191,30045.82000000,0.00052000,0.00000052,1
-1,0.0,15.755974899999991,1681218106326,30094.58000000,0.00052000,0.01564918,1
1,0.00052,0.13104089999999147,1681225314167,30047.95000000,0.00052000,0.00000052,1
-1,0.0,15.834744499999992,1681228935239,30199.43000000,0.00052000,0.01570370,1
1,0.00052,0.18428369999999283,1681232505472,30097.04000000,0.00052000,0.00000052,1
-1,0.0,15.889484899999992,1681236110568,30202.31000000,0.00052000,0.01570520,1
1,0.00052,0.27533049999999193,1681243300470,30027.22000000,0.00052000,0.00000052,1
-1,0.0,16.00705689999999,1681254116945,30253.32000000,0.00052000,0.01573173,1
1,0.00052,0.29928689999999136,1681261331635,30207.25000000,0.00052000,0.00000052,1
-1,0.0,15.90137209999999,1681286534665,30004.01000000,0.00052000,0.01560209,1
1,0.00053,0.042510699999990464,1681290094006,29922.38000000,0.00053000,0.00000053,1
-1,0.0,15.94332159999999,1681293716933,30001.53000000,0.00053000,0.01590081,1
1,0.00053,0.021268299999990248,1681308105171,30041.61000000,0.00053000,0.00000053,1
-1,0.0,15.94737609999999,1681311700290,30049.26000000,0.00053000,0.01592611,1
1,0.00053,0.05797609999999054,1681315304487,29980.00000000,0.00053000,0.00000053,1
-1,0.0,15.959926499999991,1681322484551,30003.68000000,0.00053000,0.01590195,1
1,0.00053,0.10337589999999253,1681326095045,29918.02000000,0.00053000,0.00000053,1
-1,0.0,15.965629299999993,1681333300872,29928.78000000,0.00053000,0.01586225,1
1,0.00053,0.14803899999999182,1681340482370,29844.51000000,0.00053000,0.00000053,1
-1,0.0,15.992664599999992,1681344209333,29895.52000000,0.00053000,0.01584463,1
1,0.00053,0.09215579999999157,1681369276427,30000.96000000,0.00053000,0.00000053,1
-1,0.0,16.03002429999999,1681372935289,30071.45000000,0.00053000,0.01593787,1
1,0.00053,0.03617719999999025,1681394501092,30177.07000000,0.00053000,0.00000053,1
-1,0.0,16.19903599999999,1681398103958,30495.96000000,0.00053000,0.01616286,1
1,0.00053,0.12451759999999013,1681405296579,30329.28000000,0.00053000,0.00000053,1
-1,0.0,16.25000609999999,1681408897484,30425.45000000,0.00053000,0.01612549,1
1,0.00053,0.17638869999998974,1681416102497,30327.58000000,0.00053000,0.00000053,1
-1,0.0,16.27724809999999,1681430545860,30378.98000000,0.00053000,0.01610086,1
1,0.00053,0.06657269999999116,1681441340177,30586.18000000,0.00053000,0.00000053,1
-1,0.0,16.33619999999999,1681444872497,30697.41000000,0.00053000,0.01626963,1
1,0.00053,0.02923949999999209,1681459325182,30767.85000000,0.00053000,0.00000053,1
-1,0.0,16.353000999999992,1681466487237,30799.55000000,0.00053000,0.01632376,1
1,0.00053,0.11326039999999082,1681477304463,30641.02000000,0.00053000,0.00000053,1
-1,0.0,16.25239109999999,1681506102930,30451.19000000,0.00053000,0.01613913,1
1,0.00053,0.16581519999999017,1681520512702,30352.03000000,0.00053000,0.00000053,1
-1,0.0,16.27089869999999,1681531262580,30386.95000000,0.00053000,0.01610508,1
1,0.00053,0.17933019999998834,1681534906673,30361.45000000,0.00053000,0.00000053,1
-1,0.0,16.30581509999999,1681538515547,30427.33000000,0.00053000,0.01612648,1
1,0.00053,0.19514009999998905,1681549299122,30397.50000000,0.00053000,0.00000053,1
-1,0.0,16.34310589999999,1681552894342,30467.86000000,0.00053000,0.01614797,1
1,0.00053,0.2368934999999901,1681560096455,30389.08000000,0.00053000,0.00000053,1
-1,0.0,16.36341549999999,1681563703573,30427.40000000,0.00053000,0.01612652,1
1,0.00053,0.2863371999999913,1681567286303,30334.11000000,0.00053000,0.00000053,1
-1,0.0,16.35811549999999,1681588891093,30324.11000000,0.00053000,0.01607178,1
1,0.00054,0.0066994999999892,1681592483135,30280.40000000,0.00054000,0.00000054,1
-1,0.0,16.39573189999999,1681599707860,30350.06000000,0.00054000,0.01638903,1
1,0.00054,0.03923989999999122,1681603378251,30289.80000000,0.00054000,0.00000054,1
-1,0.0,16.39923109999999,1681621298476,30296.28000000,0.00054000,0.01635999,1
1,0.00054,0.05329069999999092,1681639301556,30270.26000000,0.00054000,0.00000054,1
-1,0.0,16.41807709999999,1681642885133,30305.16000000,0.00054000,0.01636479,1
1,0.00054,0.09578869999998929,1681646502484,30226.46000000,0.00054000,0.00000054,1
-1,0.0,16.43844589999999,1681653688877,30264.18000000,0.00054000,0.01634266,1
1,0.00054,0.07456669999999122,1681668092272,30303.48000000,0.00054000,0.00000054,1
-1,0.0,16.515752299999992,1681671680024,30446.64000000,0.00054000,0.01644119,1
1,0.00054,0.16220869999999366,1681675298473,30284.34000000,0.00054000,0.00000054,1
-1,0.0,16.578489499999993,1681682497803,30400.52000000,0.00054000,0.01641628,1
1,0.00054,0.19505149999999105,1681686107792,30339.70000000,0.00054000,0.00000054,1
-1,0.0,16.10737189999999,1681754571012,29467.26000000,0.00054000,0.01591232,1
1,0.00054,0.19321549999999021,1681761700373,29470.66000000,0.00054000,0.00000054,1
-1,0.0,16.127524699999988,1681772503994,29507.98000000,0.00054000,0.01593431,1
1,0.00054,0.23572429999998867,1681776160804,29429.26000000,0.00054000,0.00000054,1
-1,0.0,16.117210699999987,1681783301292,29410.16000000,0.00054000,0.01588149,1
1,0.00053,0.11208519999998856,1681833705940,30198.35000000,0.00053000,0.00000053,1
-1,0.0,16.12631609999999,1681837285992,30215.53000000,0.00053000,0.01601423,1
1,0.00053,0.2228710999999901,1681840904367,30006.50000000,0.00053000,0.00000053,1
-1,0.0,16.21456639999999,1681848100676,30173.01000000,0.00053000,0.01599170,1
1,0.00053,0.13820359999999,1681866107080,30332.76000000,0.00053000,0.00000053,1
-1,0.0,16.17958639999999,1681884139061,30266.76000000,0.00053000,0.01604138,1
1,0.00053,0.2515510999999915,1681887694357,30052.89000000,0.00053000,0.00000035,2
-1,0.0,15.84279429999999,1681916500799,29417.44000000,0.00053000,0.01559124,1
1,0.00054,0.03660549999999141,1681920103240,29270.72000000,0.00054000,0.00000054,1
-1,0.0,15.88029189999999,1681927272667,29340.16000000,0.00054000,0.01584369,1
1,0.00054,0.08397429999999062,1681930879311,29252.44000000,0.00054000,0.00000054,1
-1,0.0,15.683251299999991,1681966944527,28887.55000000,0.00054000,0.01559928,1
1,0.00054,0.09611349999999064,1681977725385,28865.07000000,0.00054000,0.00000054,1
-1,0.0,15.68392629999999,1681995715729,28866.32000000,0.00054000,0.01558781,1
1,0.00054,0.12771969999999122,1681999288852,28807.79000000,0.00054000,0.00000054,1
-1,0.0,15.707400099999992,1682503320117,28851.26000000,0.00054000,0.01557968,1
1,0.00057,0.06730949999999147,1682539301372,27438.66000000,0.00057000,0.00000040,2
-1,0.0,16.78007429999999,1682557324977,29320.64000000,0.00057000,0.01671276,1
1,0.00058,0.09227369999998913,1682578888288,28772.07000000,0.00058000,0.00000058,1
-1,0.0,16.898301499999988,1682586072419,28975.91000000,0.00058000,0.01680603,1
1,0.00058,0.12327469999998897,1682589705801,28922.46000000,0.00058000,0.00000058,1
-1,0.0,16.935682499999988,1682593301967,28986.91000000,0.00058000,0.01681241,1
1,0.00058,0.1815820999999893,1682600506179,28886.38000000,0.00058000,0.00000058,1
-1,0.0,17.026469899999988,1682604095328,29042.91000000,0.00058000,0.01684489,1
1,0.00057,0.25538839999998686,1682636501002,29422.95000000,0.00057000,0.00000057,1
-1,0.0,17.104787899999987,1682643716255,29560.35000000,0.00057000,0.01684940,1
1,0.00058,0.05200489999998581,1682650985883,29401.35000000,0.00058000,0.00000058,1
-1,0.0,17.152226099999986,1682658118677,29483.14000000,0.00058000,0.01710022,1
1,0.00058,0.05612869999998438,1682668919589,29476.03000000,0.00058000,0.00000058,1
-1,0.0,16.965576299999984,1682697705181,29154.22000000,0.00058000,0.01690945,1
1,0.00058,0.008910899999985844,1682730130688,29235.63000000,0.00058000,0.00000058,1
-1,0.0,17.047048899999986,1682737352704,29376.10000000,0.00058000,0.01703814,1
1,0.00058,0.03205289999998584,1682751675021,29336.20000000,0.00058000,0.00000058,1
-1,0.0,17.057703499999985,1682755329026,29354.57000000,0.00058000,0.01702565,1
1,0.00058,0.054087099999986066,1682758903719,29316.58000000,0.00058000,0.00000058,1
-1,0.0,17.071281299999985,1682769657527,29339.99000000,0.00058000,0.01701719,1
1,0.00058,0.08210109999998494,1682773285242,29291.69000000,0.00058000,0.00000058,1
-1,0.0,17.125934699999984,1682776881659,29385.92000000,0.00058000,0.01704383,1
1,0.00058,0.14602869999998447,1682784092581,29275.70000000,0.00058000,0.00000058,1
-1,0.0,17.105188099999985,1682798488017,29239.93000000,0.00058000,0.01695916,1
1,0.00058,0.15460689999998678,1682805700951,29225.14000000,0.00058000,0.00000058,1
-1,0.0,17.108279499999988,1682812908417,29230.47000000,0.00058000,0.01695367,1
1,0.00058,0.2041678999999874,1682816498289,29145.02000000,0.00058000,0.00000058,1
-1,0.0,17.124583299999987,1682823736505,29173.13000000,0.00058000,0.01692042,1
1,0.00058,0.17149649999998573,1682852502309,29229.46000000,0.00058000,0.00000058,1
-1,0.0,17.130679099999984,1682859689877,29239.97000000,0.00058000,0.01695918,1
1,0.00057,0.27436549999998405,1682881261388,29572.48000000,0.00057000,0.00000057,1
-1,0.0,16.860419299999982,1683176543462,29098.34000000,0.00057000,0.01658605,1
1,0.00058,0.0027076999999842144,1683187324788,29065.02000000,0.00058000,0.00000058,1
-1,0.0,16.883485899999986,1683190889811,29104.79000000,0.00058000,0.01688078,1
1,0.00058,0.01383209999998769,1683194546038,29085.61000000,0.00058000,0.00000058,1
-1,0.0,16.95854369999999,1683198158479,29215.02000000,0.00058000,0.01694471,1
1,0.00058,0.09651109999999008,1683205255370,29072.47000000,0.00058000,0.00000058,1
-1,0.0,17.05572269999999,1683255725300,29240.02000000,0.00058000,0.01695921,1
1,0.00058,0.1969090999999885,1683273743582,29066.92000000,0.00058000,0.00000058,1
-1,0.0,17.07899809999999,1683280967005,29107.05000000,0.00058000,0.01688209,1
1,0.00058,0.20138669999998982,1683284562655,29099.33000000,0.00058000,0.00000058,1
-1,0.0,17.14072169999999,1683288231721,29205.75000000,0.00058000,0.01693934,1
1,0.00059,0.07913119999998841,1683291733584,28917.95000000,0.00059000,0.00000059,1
-1,0.0,17.37912299999999,1683298985847,29322.02000000,0.00059000,0.01729999,1
1,0.00059,0.0405864999999892,1683313370859,29387.35000000,0.00059000,0.00000059,1
-1,0.0,17.46001789999999,1683316902513,29524.46000000,0.00059000,0.01741943,1
1,0.00059,0.051625399999988275,1683331579273,29505.75000000,0.00059000,0.00000059,1
-1,0.0,17.566188399999987,1683334965215,29685.70000000,0.00059000,0.01751456,1
1,0.00059,0.13957079999998712,1683338541048,29536.64000000,0.00059000,0.00000059,1
-1,0.0,17.21984069999999,1683475292197,28949.61000000,0.00059000,0.01708027,1
1,0.00059,0.1675839999999873,1683482511679,28902.13000000,0.00059000,0.00000059,1
-1,0.0,17,1683482511679,28902.13000000,0.00050404,0.00000059,1 #######################EDITED_ERROR
1,0.00050404,0.1675839999999873,1683482511679,28902.13000000,0.00050404,0.00000059,1
-1,4.039999999999968e-06,15.312548999999986,1689463666890,30289.93000000,0.00050000,0.01514497,1
1,0.00050354,0.1734939999999856,1689464405172,30278.11000000,0.00050000,0.00000050,1
-1,3.54000000000001e-06,15.297349999999986,1689465403902,30277.99000000,0.00050000,0.01513900,1
1,0.0005030400000000001,0.1550399999999854,1689465450287,30284.62000000,0.00050000,0.00000050,1
